respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.3003012,0.3003012
26708,-0.07392782,-0.07392782
26709,0.71937305,0.71937305
26710,0.80532694,0.80532694
26711,0.4372732,0.4372732
26712,1.0420042,1.0420042
26713,0.54739016,0.54739016
26714,0.20712778,0.20712778
26715,0.16752014,0.16752014
26716,0.82196575,0.82196575
26717,0.40404642,0.40404642
26718,0.451553,0.451553
26719,0.96911633,0.96911633
26720,0.31292444,0.31292444
26721,0.36246312,0.36246312
26722,0.109124124,0.109124124
26723,0.9204358,0.9204358
26724,0.74212086,0.74212086
26725,0.0033735037,0.0033735037
26726,-0.0844543,-0.0844543
26727,0.8535465,0.8535465
26728,0.43892986,0.43892986
26729,0.57762784,0.57762784
26730,0.21865815,0.21865815
26731,0.27407667,0.27407667
26732,0.15856746,0.15856746
26733,1.0269151,1.0269151
26734,0.44538805,0.44538805
26735,0.47091115,0.47091115
26736,0.12506217,0.12506217
26737,0.13192683,0.13192683
26738,0.7877573,0.7877573
26739,0.20202228,0.20202228
26740,0.10193601,0.10193601
26741,0.96923316,0.96923316
26742,0.34376425,0.34376425
26743,0.42064133,0.42064133
26744,0.7206227,0.7206227
26745,0.9169917,0.9169917
26746,0.35748297,0.35748297
26747,0.27529532,0.27529532
26748,0.02677682,0.02677682
26749,0.64266133,0.64266133
26750,0.8583168,0.8583168
26751,0.6321502,0.6321502
26752,0.0402427,0.0402427
26753,0.5676125,0.5676125
26754,0.53090376,0.53090376
26755,0.42969894,0.42969894
26756,-0.07964605,-0.07964605
26757,0.55287254,0.55287254
26758,0.8059426,0.8059426
26759,0.28192675,0.28192675
26760,0.04053521,0.04053521
26761,0.6580652,0.6580652
26762,0.72760594,0.72760594
26763,1.0335172,1.0335172
26764,0.98312855,0.98312855
26765,0.7069839,0.7069839
26766,0.12838316,0.12838316
26767,0.61737865,0.61737865
26768,0.42215177,0.42215177
26769,0.21936062,0.21936062
26770,0.5854481,0.5854481
26771,0.21399993,0.21399993
26772,0.48265967,0.48265967
26773,0.3959841,0.3959841
26774,0.37583387,0.37583387
26775,0.46469983,0.46469983
26776,0.44957352,0.44957352
26777,0.8702664,0.8702664
26778,0.11265874,0.11265874
26779,0.5127398,0.5127398
26780,1.0250443,1.0250443
26781,0.5022577,0.5022577
26782,0.34198132,0.34198132
26783,0.30570993,0.30570993
26784,0.83143306,0.83143306
26785,0.5726826,0.5726826
26786,0.22881034,0.22881034
26787,0.4805972,0.4805972
26788,0.91415167,0.91415167
26789,0.2686646,0.2686646
26790,0.23666817,0.23666817
26791,0.115914196,0.115914196
26792,0.68264246,0.68264246
26793,0.96762395,0.96762395
26794,0.87565005,0.87565005
26795,0.96221113,0.96221113
26796,-0.055929482,-0.055929482
26797,0.66364837,0.66364837
26798,0.21066526,0.21066526
26799,0.26416105,0.26416105
26800,0.9538616,0.9538616
26801,0.3570906,0.3570906
26802,0.21155146,0.21155146
26803,0.1808159,0.1808159
26804,0.0357655,0.0357655
26805,0.20634851,0.20634851
26806,0.94896954,0.94896954
26807,0.96620333,0.96620333
26808,0.50492513,0.50492513
26809,0.27907068,0.27907068
26810,0.06648174,0.06648174
26811,0.043905586,0.043905586
26812,0.710521,0.710521
26813,0.41601253,0.41601253
26814,0.5731601,0.5731601
26815,0.043445677,0.043445677
26816,0.22117934,0.22117934
26817,0.62001914,0.62001914
26818,0.22754905,0.22754905
26819,0.3657374,0.3657374
26820,0.24832317,0.24832317
26821,0.58923954,0.58923954
26822,0.63809556,0.63809556
26823,0.4504742,0.4504742
26824,0.66105616,0.66105616
26825,0.62536603,0.62536603
26826,0.63361514,0.63361514
26827,0.10085562,0.10085562
26828,0.5528276,0.5528276
26829,0.93338156,0.93338156
26830,0.7738045,0.7738045
26831,0.88140947,0.88140947
26832,0.7478766,0.7478766
26833,0.44638664,0.44638664
26834,0.5056811,0.5056811
26835,0.9136838,0.9136838
26836,0.68735063,0.68735063
26837,-0.09284145,-0.09284145
26838,0.4113676,0.4113676
26839,0.4015193,0.4015193
26840,0.087317824,0.087317824
26841,0.71604943,0.71604943
26842,0.1899038,0.1899038
26843,-0.00030189753,-0.00030189753
26844,0.42601845,0.42601845
26845,0.66825247,0.66825247
26846,0.8278464,0.8278464
26847,0.12978417,0.12978417
26848,0.7079603,0.7079603
26849,0.614434,0.614434
26850,0.6063176,0.6063176
26851,-0.013949692,-0.013949692
26852,-0.009308279,-0.009308279
26853,0.4810534,0.4810534
26854,0.06421977,0.06421977
26855,0.80221415,0.80221415
26856,-0.0707432,-0.0707432
26857,0.1827771,0.1827771
26858,0.5152203,0.5152203
26859,0.091932625,0.091932625
26860,0.23221058,0.23221058
26861,0.14508483,0.14508483
26862,0.29789668,0.29789668
26863,0.4091224,0.4091224
26864,0.3807128,0.3807128
26865,-0.027971327,-0.027971327
26866,0.55762833,0.55762833
26867,0.1599189,0.1599189
26868,0.935736,0.935736
26869,0.29452914,0.29452914
26870,0.890907,0.890907
26871,-0.0002834797,-0.0002834797
26872,0.37825075,0.37825075
26873,0.7978858,0.7978858
26874,0.14951143,0.14951143
26875,0.9524965,0.9524965
26876,-0.020350873,-0.020350873
26877,0.10605693,0.10605693
26878,0.33449847,0.33449847
26879,0.010390967,0.010390967
26880,0.18291816,0.18291816
26881,0.1301809,0.1301809
26882,-0.0027924776,-0.0027924776
26883,0.2595113,0.2595113
26884,0.2893352,0.2893352
26885,0.6605106,0.6605106
26886,0.7913726,0.7913726
26887,0.8166942,0.8166942
26888,0.9609319,0.9609319
26889,0.15616429,0.15616429
26890,0.40878066,0.40878066
26891,0.64915526,0.64915526
26892,0.7219925,0.7219925
26893,0.097676516,0.097676516
26894,0.27949148,0.27949148
26895,0.79884493,0.79884493
26896,-0.024485648,-0.024485648
26897,0.4314806,0.4314806
26898,0.56782204,0.56782204
26899,0.019082546,0.019082546
26900,0.22028962,0.22028962
26901,0.3373304,0.3373304
26902,1.0722501,1.0722501
26903,0.076366395,0.076366395
26904,0.33949605,0.33949605
26905,0.7074818,0.7074818
26906,0.38902056,0.38902056
26907,0.5046053,0.5046053
26908,0.7703781,0.7703781
26909,0.18448085,0.18448085
26910,0.3886596,0.3886596
26911,0.030659258,0.030659258
26912,0.9845109,0.9845109
26913,0.79339385,0.79339385
26914,0.18096238,0.18096238
26915,0.61239517,0.61239517
26916,0.29629934,0.29629934
26917,-0.034926414,-0.034926414
26918,1.0094683,1.0094683
26919,0.5403803,0.5403803
26920,0.10083285,0.10083285
26921,0.77414346,0.77414346
26922,0.77956337,0.77956337
26923,0.43143395,0.43143395
26924,0.9732051,0.9732051
26925,0.68471575,0.68471575
26926,0.42731106,0.42731106
26927,0.6255214,0.6255214
26928,0.5204775,0.5204775
26929,0.2665158,0.2665158
26930,0.81410563,0.81410563
26931,0.3461399,0.3461399
26932,0.95478314,0.95478314
26933,0.5862908,0.5862908
26934,0.7047075,0.7047075
26935,0.45827216,0.45827216
26936,0.17731333,0.17731333
26937,0.7869353,0.7869353
26938,-0.00011104345,-0.00011104345
26939,0.093468994,0.093468994
26940,0.22530171,0.22530171
26941,0.38219303,0.38219303
26942,0.7815511,0.7815511
26943,0.5926072,0.5926072
26944,0.19789171,0.19789171
26945,0.5585945,0.5585945
26946,0.6573804,0.6573804
26947,0.5506724,0.5506724
26948,0.020425558,0.020425558
26949,0.1770873,0.1770873
26950,0.5788824,0.5788824
26951,0.30076897,0.30076897
26952,0.974471,0.974471
26953,1.043076,1.043076
26954,0.10855642,0.10855642
26955,0.7197572,0.7197572
26956,0.32795417,0.32795417
26957,0.95363957,0.95363957
26958,0.7283644,0.7283644
26959,0.23384729,0.23384729
26960,0.0285393,0.0285393
26961,0.5187087,0.5187087
26962,0.89558536,0.89558536
26963,0.38916826,0.38916826
26964,0.25698006,0.25698006
26965,0.96960473,0.96960473
26966,0.06738588,0.06738588
26967,0.4617484,0.4617484
26968,0.80943084,0.80943084
26969,0.1904203,0.1904203
26970,0.43001676,0.43001676
26971,0.19167942,0.19167942
26972,0.0523839,0.0523839
26973,0.17649293,0.17649293
26974,0.3641101,0.3641101
26975,0.60755277,0.60755277
26976,0.5105989,0.5105989
26977,0.40331894,0.40331894
26978,0.69579524,0.69579524
26979,0.7479838,0.7479838
26980,0.19220972,0.19220972
26981,0.37288177,0.37288177
26982,0.8511562,0.8511562
26983,0.5250019,0.5250019
26984,0.108609915,0.108609915
26985,0.07595566,0.07595566
26986,0.3756674,0.3756674
26987,0.19229648,0.19229648
26988,0.13246182,0.13246182
26989,0.76064146,0.76064146
26990,0.16188917,0.16188917
26991,0.47794598,0.47794598
26992,0.47031862,0.47031862
26993,0.80765796,0.80765796
26994,0.445686,0.445686
26995,0.542397,0.542397
26996,0.40320772,0.40320772
26997,0.04390523,0.04390523
26998,-0.013540149,-0.013540149
26999,0.4778109,0.4778109
27000,0.36637902,0.36637902
27001,0.74599993,0.74599993
27002,0.30444562,0.30444562
27003,-0.030189395,-0.030189395
27004,0.3205654,0.3205654
27005,0.79070985,0.79070985
27006,0.9316214,0.9316214
