respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.06302287,0.14006825
26708,0.02543973,0.050538305
26709,0.32494465,0.7510926
26710,0.6657925,0.9015751
26711,0.23827288,0.48459277
26712,0.55254173,0.9547666
26713,0.41088244,0.58318216
26714,0.1285426,0.13543743
26715,0.032705884,0.071341
26716,0.18041757,0.9114386
26717,0.009929299,0.34728134
26718,0.2680273,0.5012221
26719,0.07626325,0.9167055
26720,0.042228833,0.3099157
26721,0.4738764,0.3186032
26722,0.07159096,0.08776078
26723,0.65677786,0.8878761
26724,0.09374057,0.7886634
26725,0.019490095,0.050053027
26726,0.010831403,0.023211852
26727,0.3284126,0.89265484
26728,0.12435534,0.5191139
26729,0.7591789,0.93092996
26730,0.04975313,0.21836965
26731,0.036189094,0.22829981
26732,0.06728159,0.12710784
26733,0.90638983,0.9651119
26734,0.8241209,0.6403339
26735,0.13583447,0.5033491
26736,0.06874716,0.1493571
26737,0.046890303,0.057633273
26738,0.62147516,0.6794969
26739,0.12430856,0.14299648
26740,0.06789416,0.077250496
26741,0.23785725,0.9037169
26742,0.06054857,0.2883135
26743,0.0354253,0.37668636
26744,0.052846946,0.80724573
26745,0.15895404,0.95074934
26746,0.18175872,0.43644944
26747,0.08035191,0.1848949
26748,0.07343346,0.054719884
26749,0.094099306,0.7087604
26750,0.7024818,0.90036976
26751,0.2867638,0.699
26752,0.034433242,0.10499172
26753,0.19313426,0.4507796
26754,0.15813927,0.5201434
26755,0.12554078,0.49312612
26756,0.013725675,0.032011017
26757,0.32681748,0.6189606
26758,0.7951965,0.87915
26759,0.026379813,0.141724
26760,0.016392827,0.060413696
26761,0.23789641,0.7345993
26762,0.11584985,0.74306726
26763,0.8620914,0.94917107
26764,0.90219635,0.957357
26765,0.09255581,0.7348353
26766,0.06970315,0.13286133
26767,0.82638675,0.69579715
26768,0.022248657,0.34202695
26769,0.15494247,0.1613028
26770,0.06359176,0.64210504
26771,0.013932737,0.100815065
26772,0.030825015,0.22505803
26773,0.011293434,0.16396508
26774,0.037484106,0.4237333
26775,0.05043603,0.5530475
26776,0.45337042,0.35017395
26777,0.08902805,0.9193562
26778,0.08184526,0.108817704
26779,0.15989074,0.5276773
26780,0.09166292,0.95442224
26781,0.18044284,0.52508396
26782,0.057177164,0.34154412
26783,0.055698685,0.2861726
26784,0.42110988,0.83290166
26785,0.37867612,0.5923573
26786,0.07918508,0.2739276
26787,0.1015694,0.56880796
26788,0.17188641,0.8470252
26789,0.006132222,0.12919576
26790,0.051529214,0.21123731
26791,0.07189569,0.10941478
26792,0.17959605,0.8284071
26793,0.12665634,0.951083
26794,0.82478154,0.918192
26795,0.05357173,0.95847654
26796,0.039163396,0.029255986
26797,0.16303256,0.7231877
26798,0.2722517,0.16059582
26799,0.32542762,0.2644996
26800,0.031379357,0.9339243
26801,0.25405252,0.29534736
26802,0.0675935,0.1252511
26803,0.03748944,0.19051738
26804,0.054549083,0.079328336
26805,0.06378484,0.1538778
26806,0.09548501,0.90485084
26807,0.7490927,0.94229436
26808,0.26269484,0.6282104
26809,0.59096414,0.25807407
26810,0.059021443,0.13892077
26811,0.040238596,0.059535723
26812,0.09520969,0.5853014
26813,0.25658447,0.20282802
26814,0.02142614,0.8015614
26815,0.018752493,0.037673876
26816,0.09096077,0.26823783
26817,0.16613096,0.78238386
26818,0.110371485,0.25415725
26819,0.23437485,0.3352321
26820,0.10663886,0.16324624
26821,0.098799504,0.68499
26822,0.27336863,0.8296024
26823,0.51199645,0.3462857
26824,0.015494596,0.7277426
26825,0.5009191,0.42772081
26826,0.10400023,0.80198914
26827,0.009956751,0.07374899
26828,0.1397776,0.33009627
26829,0.6453174,0.9180436
26830,0.09920215,0.8671144
26831,0.24988584,0.92921716
26832,0.1573875,0.7634373
26833,0.008071649,0.74762005
26834,0.18830422,0.3764475
26835,0.49088776,0.91265744
26836,0.15479341,0.62674105
26837,0.095369704,0.05595105
26838,0.10956823,0.5854024
26839,0.22706924,0.48720324
26840,0.083008714,0.11543515
26841,0.61254764,0.83384687
26842,0.042830486,0.16561069
26843,0.047945887,0.06786052
26844,0.10256853,0.4445902
26845,0.05482809,0.8466995
26846,0.10064739,0.83996457
26847,0.33547378,0.26554215
26848,0.05435935,0.7607545
26849,0.29778177,0.54732823
26850,0.37307453,0.55583304
26851,0.02358721,0.039043855
26852,0.0086470675,0.033518236
26853,0.7764102,0.4763957
26854,0.00824937,0.050774865
26855,0.4546158,0.8459593
26856,0.10345118,0.041928083
26857,0.27141368,0.16009562
26858,0.20873669,0.73099583
26859,0.051242746,0.086028896
26860,0.15958856,0.12968583
26861,0.06826463,0.06355086
26862,0.1104346,0.2342861
26863,0.24213019,0.46542975
26864,0.5706054,0.30305445
26865,0.0060023637,0.020882918
26866,0.21560031,0.63482666
26867,0.06994541,0.10113339
26868,0.8619499,0.9647809
26869,0.083056696,0.28204525
26870,0.8669332,0.9421824
26871,0.06112118,0.07102937
26872,0.027739652,0.16040424
26873,0.12234812,0.63720787
26874,0.043735188,0.10368929
26875,0.5702212,0.89264053
26876,0.04822343,0.03802492
26877,0.014686124,0.048548773
26878,0.19191933,0.1776479
26879,0.0101625845,0.03331611
26880,0.10694826,0.18542074
26881,0.03112315,0.061450545
26882,0.005537212,0.017188158
26883,0.0957517,0.3542915
26884,0.1508683,0.35383072
26885,0.26927832,0.8869146
26886,0.14154997,0.7789039
26887,0.61113983,0.8622026
26888,0.8767638,0.9385013
26889,0.027924562,0.15810679
26890,0.1113923,0.32759818
26891,0.40881664,0.807004
26892,0.14957106,0.7930391
26893,0.013530595,0.031398173
26894,0.17780222,0.3038991
26895,0.050984874,0.8646026
26896,0.031008339,0.025043532
26897,0.038949806,0.39155126
26898,0.2550027,0.6715153
26899,0.020321539,0.05016815
26900,0.105613135,0.20618194
26901,0.009208461,0.24196921
26902,0.3421641,0.95650464
26903,0.12777978,0.07749594
26904,0.04276817,0.28481072
26905,0.34280828,0.8450721
26906,0.040247522,0.18494554
26907,0.0026763766,0.5464085
26908,0.1559853,0.8331256
26909,0.29972252,0.26493892
26910,0.20543467,0.31055543
26911,0.01967273,0.06112319
26912,0.2904052,0.8660682
26913,0.7605218,0.82330835
26914,0.028903143,0.09597529
26915,0.14314012,0.5946592
26916,0.0736417,0.25867292
26917,0.012622156,0.04516395
26918,0.9165741,0.97432804
26919,0.2632557,0.80326754
26920,0.019543944,0.12431286
26921,0.16736308,0.9480092
26922,0.041053187,0.8816355
26923,0.14733607,0.57167745
26924,0.82790715,0.9523271
26925,0.12690477,0.81028104
26926,0.5869976,0.36725792
26927,0.27631825,0.7051092
26928,0.050660785,0.59713644
26929,0.15524688,0.16644543
26930,0.81167054,0.88656324
26931,0.08524017,0.36241722
26932,0.033209857,0.908537
26933,0.065718845,0.6174372
26934,0.34538832,0.8106745
26935,0.11652639,0.32507342
26936,0.28887498,0.23595941
26937,0.29999873,0.7187885
26938,0.072262995,0.050147068
26939,0.053507004,0.10693434
26940,0.102101065,0.18547401
26941,0.08243599,0.455461
26942,0.700291,0.8940583
26943,0.10073713,0.5721633
26944,0.061700873,0.13591245
26945,0.13833645,0.5482337
26946,0.15430422,0.5996063
26947,0.2076333,0.670443
26948,0.017240135,0.054548383
26949,0.027272012,0.07368426
26950,0.039127965,0.6381052
26951,0.05632168,0.2108107
26952,0.836394,0.9466304
26953,0.82113004,0.9466225
26954,0.027756093,0.113476895
26955,0.17084973,0.63012606
26956,0.13212684,0.24635287
26957,0.03062593,0.9404592
26958,0.34802788,0.83070475
26959,0.017454233,0.14800906
26960,0.03464388,0.05074589
26961,0.3327483,0.35487095
26962,0.20285529,0.9256524
26963,0.17759556,0.23777673
26964,0.112391576,0.2152519
26965,0.8798166,0.94584066
26966,0.03528847,0.05541294
26967,0.13120793,0.34310493
26968,0.03547483,0.9089339
26969,0.039273806,0.13570413
26970,0.5366165,0.6371519
26971,0.098786935,0.18434845
26972,0.0067616696,0.01561432
26973,0.03783734,0.16066302
26974,0.13967626,0.25979224
26975,0.082647406,0.57003045
26976,0.88852376,0.7365185
26977,0.07026194,0.3729236
26978,0.006360454,0.7054666
26979,0.21981256,0.6486447
26980,0.07322728,0.078092754
26981,0.08535881,0.2711284
26982,0.8005134,0.92612076
26983,0.26679847,0.55970645
26984,0.055166744,0.1502484
26985,0.02410522,0.12602437
26986,0.14338738,0.18313655
26987,0.09965906,0.23956169
26988,0.024352016,0.08300919
26989,0.41251788,0.81982976
26990,0.012033342,0.10060056
26991,0.25666913,0.4284356
26992,0.31304526,0.27459034
26993,0.13690133,0.8753554
