respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.1053951658468071,0.352081242796922
26708,0.014750600552641411,-0.05856493473833571
26709,0.5261933706386444,1.0314726196966562
26710,0.6789928253632138,1.254319164617692
26711,0.2775041519092082,0.49115506391266445
26712,0.6533509117816174,1.730196554999122
26713,0.5272002231510475,0.7973547864019648
26714,0.17232297277357173,0.21433808624417452
26715,0.0484183845469098,0.159894005674369
26716,0.1602725646323173,1.3675962261523766
26717,-0.010629142784764881,0.5035406432196243
26718,0.33757477038084205,0.6134983041422495
26719,0.08315227732246204,1.6199501860087446
26720,0.010985558901571386,0.413640866421959
26721,0.5544158022811221,0.5697670507833803
26722,0.06291276831775959,0.14468305068767667
26723,0.8948308973992034,1.4217643587466355
26724,0.11289205372495899,1.0414001040105205
26725,-0.017405982715841702,0.017019029160251824
26726,-0.037693387500304355,-0.1267079665179934
26727,0.37075141602003264,1.3914595911429295
26728,0.19192930578708867,0.6535644442339497
26729,0.5434035146904117,1.0941986634085636
26730,0.025372700159364745,0.24297227403446992
26731,0.06367038868114332,0.35710337186824537
26732,0.21543827571160093,0.21384990447862742
26733,1.663984493029039,1.8711103440999906
26734,1.1083735651133888,0.5572250349888461
26735,0.12539903775173622,0.5426478891736257
26736,0.01700575035713675,0.1562849286430339
26737,0.07952202186115197,0.13231130175110514
26738,0.7581333808101851,1.1313950691295611
26739,0.09595091283755847,0.23820064829218712
26740,0.1839156216589132,0.09794303333440063
26741,0.2664393150390536,1.5938944832563555
26742,0.09272109807068284,0.48194431474897803
26743,0.0646642784296859,0.5715898076014381
26744,0.12270710648856968,1.0517881660036958
26745,0.17170836989852636,1.6188989416408361
26746,0.13253927692823148,0.44144304562517056
26747,0.11086109250850616,0.27325212818098016
26748,0.12808784485043886,-0.03399781924837417
26749,0.08515146892093135,0.8657501873932849
26750,0.8377272001230178,1.3741224114510242
26751,0.3895886952182277,0.9122071830698595
26752,-0.005673715817504376,-0.0034709941697725344
26753,0.1856792732933061,0.7601962145331616
26754,0.1970130961314546,0.807287814242148
26755,0.0987705981518175,0.630854736653272
26756,-0.04573541254074553,-0.09573328528162948
26757,0.5306919606842857,0.6946338331539379
26758,0.8178459102315903,1.3742978383577933
26759,0.05279653080468732,0.2882537262613519
26760,-0.009883133553324656,0.050329723061369305
26761,0.38038136331884725,0.9318901962428308
26762,0.18555320896794267,1.0381655170157162
26763,1.2491691904338222,1.9347698048492306
26764,1.6286091366548265,1.891410393727614
26765,0.1954716672750763,1.075059971039031
26766,0.12683024667269108,0.14873950388032023
26767,1.1435936930922201,0.9082261416564676
26768,-0.04840410334567406,0.5333603411906189
26769,0.20619327805965135,0.2956741915043231
26770,0.1473866405123993,0.7839718933895654
26771,0.017468053088278986,0.19573615724479815
26772,0.04727868359612558,0.6413899502296299
26773,-0.056880367365615865,0.5048713692131839
26774,0.021162722651464058,0.5396748869158368
26775,0.06207688137916429,0.6104003262158031
26776,0.5047788912639508,0.5204216107189934
26777,0.05597169929334946,1.5277149657683315
26778,0.14089059715378616,0.07932563324561717
26779,0.14837607677027992,0.701675026797
26780,0.20720322591554768,1.8560049800234633
26781,0.28431481677669873,0.6246825057642722
26782,0.024878151135137933,0.39715512161663785
26783,0.07294772006246586,0.3498727610576972
26784,0.4257754221149464,1.3059543102277362
26785,0.4482534739887785,0.7393818751076235
26786,0.12098315795719022,0.29747772267351874
26787,0.09640842223666293,0.6517069045467239
26788,0.11000253562868437,1.4782461248941257
26789,-0.08816457120095061,0.3194569297641578
26790,0.025098266183151748,0.2900707078505215
26791,0.06499485696741601,0.11539504446399029
26792,0.21228497786230785,1.0726260874378575
26793,0.15242701932125338,1.5893087020832364
26794,1.160024244504816,1.4035072131144792
26795,0.08076994610498743,1.7344905244169202
26796,0.026013012699987854,0.006956417392978675
26797,0.18392037792313676,0.948544648063069
26798,0.2699941919820217,0.21318351412609893
26799,0.3682847251338899,0.31737359339539756
26800,-0.02597106166118741,1.6984334386935611
26801,0.31274265531407786,0.3721373981196214
26802,0.08558622399462137,0.25774603267650387
26803,0.03547154355650805,0.19666019156199807
26804,0.05642521263783091,0.10421835239572759
26805,0.0855511134839689,0.2711512860983208
26806,0.038733219523080446,1.5891287054664285
26807,0.706267765238149,1.649101064088165
26808,0.3222527844140418,0.6728712989372261
26809,0.9000044958990701,0.30173009060148875
26810,0.022279579674669772,0.09430312683308453
26811,0.0010790239976800765,0.05247518703626737
26812,0.13523554539387816,1.0064137932763488
26813,0.5345163754523898,0.5586445167062277
26814,-0.030592640453742912,0.7822789422371776
26815,0.0044289905786537255,0.034554173458682176
26816,0.10786942824522011,0.23331846401696235
26817,0.14794697853109343,0.9126063192957969
26818,0.06862483301887697,0.322819206797858
26819,0.4444749093218513,0.43238520906437133
26820,0.09532290203362219,0.23573657108377175
26821,0.06929731362207561,0.7818828233834081
26822,0.3440472959856173,0.9403729521648232
26823,0.5008241161749765,0.6930485155036303
26824,-0.0367654996802506,0.8290031214525622
26825,0.5022015610374164,0.8992031328958388
26826,0.0965990052810505,0.8979552206036665
26827,-0.01654782584168744,0.161397126276787
26828,0.20566711220678538,0.7189508239474804
26829,0.8609412210660425,1.5415067805505864
26830,0.089320988119427,1.16388342024963
26831,0.31210325361927327,1.4053405378329726
26832,0.14408831469982553,1.2126925754075248
26833,-0.04594894278508968,0.5277810456886638
26834,0.30841561045689797,0.681413158407697
26835,0.6353736384291864,1.4920997472526145
26836,0.19046838730652177,0.9442691414412967
26837,0.21879787346054985,-0.1132422683268739
26838,0.10564722572848596,0.5282757834164229
26839,0.24939526721605068,0.5018903885979282
26840,0.09315427291842814,0.13928897294767612
26841,0.5793807558845814,1.0861322345881321
26842,0.029542166988763618,0.20120475353343203
26843,0.023782919747577014,-0.012367295666069096
26844,0.11095559857209197,0.5414772519496276
26845,0.036256056977229494,0.9878778890721926
26846,0.11585055991564108,1.1769391081863372
26847,0.461940825842676,0.1574700296896107
26848,0.0633227894955286,1.0128262769352858
26849,0.45432244875393746,0.758085210693143
26850,0.6510680372381294,0.8508262955589103
26851,-0.0059969318078976425,0.0156842126444201
26852,-0.01698484264734318,0.007690962011602639
26853,0.661010901538817,0.5899017845466206
26854,-0.027481626329687512,0.03327564274712775
26855,0.7103624727662499,1.2186386220042489
26856,0.15788194579516274,-0.05471511546405672
26857,0.4058982152802867,0.20588847156787363
26858,0.32043181087134964,0.7838822910102843
26859,0.060222360933254455,0.10782838929142859
26860,0.32014288561508725,0.1884081128490787
26861,0.08056679168279755,0.11300124766858788
26862,0.07426056272082392,0.3289392571105968
26863,0.21682595699473914,0.6088554895842111
26864,0.6137825915832267,0.47224408466157924
26865,-0.04916026206373744,-0.04718288264117025
26866,0.24035542103989804,0.8080398282981807
26867,0.10702372826680467,0.2366494026774981
26868,1.0079968907482795,1.5804444199530452
26869,0.0634582358392708,0.33364046233590183
26870,0.7763689980871107,1.4060705861277825
26871,0.052081917630438394,-0.017940563698157715
26872,0.03395464701387249,0.4851519672503281
26873,0.1545248561922805,1.000393913143577
26874,0.018723374894248104,0.10924186297496581
26875,0.7782411845222035,1.607497262871306
26876,0.03360755147556399,0.0036844080958886925
26877,0.022482983566132732,0.13680043876185205
26878,0.21014240605329162,0.33387877694108337
26879,-0.027614834755638758,-0.015082053706747077
26880,0.08894485797088993,0.1388849115222096
26881,0.01316094427341084,0.048079566226888394
