respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.17882928,0.3807552
26708,0.056200802,0.042474568
26709,0.42693102,0.7158758
26710,0.5861114,0.58018684
26711,0.27195862,0.6743055
26712,0.5861114,0.8138408
26713,0.5861114,0.4378612
26714,0.27258822,0.23652476
26715,0.12835823,0.18916607
26716,0.29184878,0.8138408
26717,0.03757646,0.41743314
26718,0.43237448,0.5550085
26719,0.574372,0.643452
26720,0.14479998,0.27353755
26721,0.38093135,0.4297027
26722,0.16728467,0.120376766
26723,0.5861114,0.6364448
26724,0.15570539,0.7363724
26725,0.06078772,0.0626388
26726,0.019014452,0.14955737
26727,0.34670675,0.8138408
26728,0.21974576,0.54230803
26729,0.5845827,0.8138408
26730,0.08498058,0.16026601
26731,0.05507016,0.18590227
26732,0.1575232,0.039383873
26733,0.5861114,0.8138184
26734,0.5192681,0.49616617
26735,0.24280928,0.50223356
26736,0.15039524,0.13784337
26737,0.10719807,0.06933858
26738,0.5861114,0.5916848
26739,0.20935285,0.29585966
26740,0.09816144,0.082979076
26741,0.5861114,0.71189785
26742,0.16034415,0.4040275
26743,0.11921646,0.50743103
26744,0.14375018,0.81377226
26745,0.5861114,0.7328305
26746,0.24094084,0.38517424
26747,0.23421262,0.21495622
26748,0.13505864,0.026899276
26749,0.5861114,0.3921734
26750,0.5861114,0.686089
26751,0.43398783,0.7902852
26752,0.07822327,0.033967454
26753,0.33583072,0.5974029
26754,0.5861114,0.28439876
26755,0.24399237,0.4038927
26756,0.030202977,0.025513157
26757,0.53241813,0.24550088
26758,0.5861114,0.8138408
26759,0.05376698,0.17214938
26760,0.07540963,0.072450936
26761,0.45309025,0.46134293
26762,0.15459642,0.8130725
26763,0.5861114,0.8138116
26764,0.5861114,0.8138219
26765,0.57848936,0.41228163
26766,0.19041784,0.15210474
26767,0.5861114,0.47973162
26768,0.40675384,0.15822382
26769,0.23069051,0.1721914
26770,0.5861114,0.318767
26771,0.0335446,0.2263193
26772,0.08879988,0.5102463
26773,0.3365133,0.10902209
26774,0.5713947,0.22676377
26775,0.11623622,0.54481304
26776,0.5861114,0.24897821
26777,0.5861114,0.7147198
26778,0.19071063,0.10501143
26779,0.2898696,0.66655827
26780,0.5861114,0.7672458
26781,0.32379955,0.4835219
26782,0.14709723,0.3102472
26783,0.21457636,0.40416384
26784,0.5216139,0.8138408
26785,0.5861114,0.3601835
26786,0.2454109,0.34449327
26787,0.1938551,0.46759877
26788,0.5861114,0.76121247
26789,0.24857198,0.071996175
26790,0.12063416,0.32993022
26791,0.1371755,0.090373285
26792,0.28356123,0.7769496
26793,0.5861114,0.62125355
26794,0.5861114,0.7012873
26795,0.5680266,0.8138408
26796,0.10903863,0.037015125
26797,0.5861114,0.3507536
26798,0.4373934,0.25269228
26799,0.5257823,0.23909424
26800,0.5006854,0.68488705
26801,0.42301297,0.36976972
26802,0.21102007,0.21433027
26803,0.13660015,0.16787092
26804,0.17270705,0.10794684
26805,0.10423078,0.18843737
26806,0.5735506,0.68885636
26807,0.5861114,0.8138408
26808,0.37720495,0.64861083
26809,0.32677683,0.239561
26810,0.13138817,0.11306929
26811,0.100813165,0.055228975
26812,0.16430378,0.8116436
26813,0.55149215,0.16363673
26814,0.08459838,0.77618897
26815,0.062274985,0.07069363
26816,0.091160074,0.5216263
26817,0.38612396,0.8006733
26818,0.18712494,0.13704371
26819,0.2810378,0.6721979
26820,0.17539638,0.21314834
26821,0.22341771,0.75380194
26822,0.3270636,0.7183346
26823,0.52895266,0.20628043
26824,0.38163024,0.25351185
26825,0.49162602,0.22823858
26826,0.28670225,0.7614006
26827,0.028656024,0.08324797
26828,0.24848886,0.4996687
26829,0.5861114,0.79342026
26830,0.19331722,0.8138408
26831,0.34533152,0.8138408
26832,0.5861114,0.5566617
26833,0.022198569,0.5031821
26834,0.43355897,0.23698588
26835,0.5861114,0.81280726
26836,0.4111087,0.8062649
26837,0.027163172,0.03632354
26838,0.1876716,0.40348852
26839,0.16946931,0.8138408
26840,0.15383537,0.09891608
26841,0.5861114,0.6168781
26842,0.06933681,0.13450305
26843,0.10976522,0.052143034
26844,0.1877535,0.4009325
26845,0.55188036,0.36192203
26846,0.23518498,0.8138408
26847,0.19775589,0.25765374
26848,0.14013252,0.8138408
26849,0.4094614,0.61997646
26850,0.5861114,0.30796707
26851,0.033594213,0.03356943
26852,0.023575606,0.038313374
26853,0.5861114,0.54553854
26854,0.020935107,0.027835809
26855,0.5861114,0.6581752
26856,0.19728695,0.029945957
26857,0.2658781,0.44589582
26858,0.38490412,0.6944318
26859,0.09815283,0.054868843
26860,0.2101308,0.11407578
26861,0.18036142,0.12053499
26862,0.23218325,0.21194932
26863,0.39561027,0.57554245
26864,0.32533902,0.56850076
26865,0.012351332,0.019050065
26866,0.39673838,0.6165339
26867,0.10697218,0.09191584
26868,0.5861114,0.8138408
26869,0.09745149,0.17276853
26870,0.5861114,0.7441315
26871,0.095585085,0.03841387
26872,0.5071638,0.12072666
26873,0.5861114,0.36475134
26874,0.14516656,0.12244221
26875,0.5861114,0.81245273
26876,0.12408731,0.040200807
26877,0.05355271,0.061943844
26878,0.3514845,0.29400226
26879,0.030542534,0.036945045
26880,0.14674743,0.11728513
26881,0.09710561,0.15094425
26882,0.016437119,0.025605971
26883,0.13816471,0.23251103
26884,0.13743551,0.6798
26885,0.3586441,0.8138408
26886,0.28554755,0.74210614
26887,0.5861114,0.8138408
26888,0.5861114,0.7615409
26889,0.0746723,0.13294072
26890,0.20897497,0.40861696
26891,0.4641638,0.6504074
26892,0.30369893,0.8138408
26893,0.0632928,0.12809652
26894,0.2920931,0.2456071
26895,0.14453658,0.8138408
26896,0.08233548,0.035496786
26897,0.0918633,0.4813456
26898,0.3441146,0.63281375
26899,0.10131082,0.04357348
26900,0.24980405,0.26487273
26901,0.041129168,0.3336324
26902,0.5861114,0.7470613
26903,0.21123198,0.03886371
26904,0.086568326,0.21258661
26905,0.44988385,0.7965972
26906,0.15205874,0.43723604
26907,0.18991242,0.12932765
26908,0.22187236,0.8138408
26909,0.5748457,0.14253284
26910,0.31183282,0.22764924
26911,0.083040036,0.075327165
26912,0.5861114,0.75756633
26913,0.5861114,0.63486505
26914,0.06657707,0.0717186
26915,0.5861114,0.32069886
26916,0.16148713,0.49570724
26917,0.02673169,0.020216795
26918,0.5861114,0.8138408
26919,0.37460527,0.5756572
26920,0.056327447,0.08987354
26921,0.5861114,0.5515534
26922,0.5286226,0.3795562
26923,0.23325759,0.54832387
26924,0.5861114,0.8138408
26925,0.20239462,0.73891264
26926,0.5861114,0.2836765
26927,0.3293292,0.8138408
26928,0.57457966,0.23501623
26929,0.26589262,0.23254345
26930,0.5861114,0.7589431
26931,0.14661433,0.23427767
26932,0.5534188,0.65425193
26933,0.5670717,0.3152267
26934,0.53972584,0.63903844
26935,0.3485626,0.60200757
26936,0.17199178,0.2503957
26937,0.49448162,0.81365496
26938,0.08560732,0.026396036
26939,0.15631706,0.14192805
26940,0.20712109,0.19477212
