respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.0913049,0.20712931
26708,0.05815406,0.011889478
26709,0.26819545,0.78490585
26710,0.44427258,0.9425573
26711,0.28535238,0.4558824
26712,0.63175756,0.9887737
26713,0.71127725,0.87099355
26714,0.14730705,0.24697097
26715,0.037665803,0.12646541
26716,0.11742824,0.92679596
26717,0.01081926,0.20755152
26718,0.21126007,0.3831367
26719,0.053430337,0.993473
26720,0.034359224,0.49781093
26721,0.8106811,0.28429735
26722,0.034347188,0.022802372
26723,0.56290144,0.9843801
26724,0.05709121,0.8554839
26725,0.016314456,0.012858995
26726,0.0063140895,0.0026075544
26727,0.23772494,0.96432364
26728,0.14031146,0.44923225
26729,0.8512812,0.98506
26730,0.050862797,0.14562379
26731,0.025148489,0.21419498
26732,0.09089193,0.057932843
26733,0.94123447,0.9598559
26734,0.6417343,0.74907935
26735,0.102042206,0.6929588
26736,0.038104687,0.3017883
26737,0.07201836,0.092564605
26738,0.7131263,0.81816417
26739,0.05394327,0.11644207
26740,0.060294777,0.053205226
26741,0.16306095,0.9631468
26742,0.020104796,0.26040626
26743,0.022544768,0.5277826
26744,0.056198686,0.9894126
26745,0.13488135,0.9500487
26746,0.15617704,0.31578088
26747,0.09124833,0.26711303
26748,0.059470244,0.037801355
26749,0.07538471,0.69609404
26750,0.9212618,0.92840385
26751,0.24561875,0.84411526
26752,0.044595852,0.05317283
26753,0.1631121,0.5392559
26754,0.06561872,0.5698118
26755,0.11790984,0.66073716
26756,0.014222071,0.011328357
26757,0.24419247,0.95532537
26758,0.9007343,0.9418135
26759,0.010983937,0.1520763
26760,0.022842707,0.025396226
26761,0.27105823,0.6036312
26762,0.0889948,0.6788177
26763,0.92731476,0.9690624
26764,0.9778842,0.9889404
26765,0.04780125,0.9518579
26766,0.04310236,0.29360807
26767,0.7455997,0.9338077
26768,0.0089656,0.36295214
26769,0.10918844,0.053833682
26770,0.0472864,0.99584794
26771,0.006280524,0.06665976
26772,0.028616872,0.36343735
26773,0.0029769072,0.09540663
26774,0.033036653,0.3220147
26775,0.030131979,0.57470226
26776,0.34352353,0.8310203
26777,0.0377817,0.5735618
26778,0.035171278,0.029255452
26779,0.1518571,0.5680422
26780,0.08532943,0.9942206
26781,0.2172581,0.40767315
26782,0.04138349,0.4269076
26783,0.06908493,0.6996834
26784,0.277443,0.86007303
26785,0.3572062,0.5494213
26786,0.07312096,0.27787346
26787,0.108422264,0.5698454
26788,0.13601494,0.96651703
26789,0.0019154634,0.21116455
26790,0.02829452,0.27498096
26791,0.04944295,0.05474135
26792,0.17649113,0.6074855
26793,0.103449814,0.9983138
26794,0.70290184,0.90575534
26795,0.07302032,0.9265254
26796,0.040996607,0.013227315
