respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.17496035,0.3678928
26708,0.04415224,0.03134102
26709,0.41739038,0.76346636
26710,0.6533264,0.4981144
26711,0.29228234,0.56170005
26712,0.7068118,0.92252374
26713,0.6632754,0.32869714
26714,0.25097823,0.18759125
26715,0.10961819,0.11392421
26716,0.24800165,0.79400873
26717,0.04096893,0.33344
26718,0.36224127,0.5793101
26719,0.5693081,0.5235214
26720,0.116680585,0.22168025
26721,0.36900455,0.38832736
26722,0.1291912,0.10085324
26723,0.7212925,0.6961036
26724,0.12005514,0.7031583
26725,0.054796077,0.0904975
26726,0.024991801,0.085496195
26727,0.31618845,0.9279135
26728,0.18172723,0.49160188
26729,0.60875237,0.87769246
26730,0.087173484,0.14806436
26731,0.051657047,0.22436632
26732,0.12549534,0.05395516
26733,0.8434957,0.9195608
26734,0.60610306,0.6031753
26735,0.19816719,0.54585177
26736,0.15003337,0.15096134
26737,0.08363207,0.075037315
26738,0.7928531,0.5953504
26739,0.16288522,0.24503413
26740,0.099918745,0.08467234
26741,0.7880127,0.69588494
26742,0.1488898,0.3455977
26743,0.100496225,0.43422657
26744,0.14229946,0.78318673
26745,0.6189604,0.74799377
26746,0.21644674,0.31750685
26747,0.18301035,0.16562602
26748,0.13376372,0.024870293
26749,0.681084,0.24613917
26750,0.7206474,0.6328798
26751,0.40091518,0.6351971
26752,0.06797109,0.05380462
26753,0.2758237,0.50497365
26754,0.7411975,0.20510526
26755,0.1875282,0.4032114
26756,0.032023963,0.033809815
26757,0.5371673,0.24874242
26758,0.77971977,0.86074543
26759,0.045236923,0.10937666
26760,0.058263868,0.07449303
26761,0.38050318,0.4018883
26762,0.12699687,0.79680884
26763,0.7901108,0.8565627
26764,0.8487113,0.9146851
26765,0.6853653,0.2873291
26766,0.17011456,0.124108724
26767,0.77839,0.3611812
26768,0.32601923,0.14237843
26769,0.22317846,0.16864541
26770,0.6191924,0.3330647
26771,0.03147506,0.16505335
26772,0.09389815,0.49445015
26773,0.31531736,0.12972942
26774,0.46425024,0.15805857
26775,0.10560135,0.56392914
26776,0.57941276,0.2331049
26777,0.65415,0.7196927
26778,0.14976746,0.051323958
26779,0.25555763,0.5910699
26780,0.6943516,0.83137435
26781,0.32692614,0.45423004
26782,0.1315595,0.31474522
26783,0.1653654,0.35847723
26784,0.4940874,0.8226505
26785,0.5297152,0.29944044
26786,0.195583,0.29834193
26787,0.17515597,0.45930687
26788,0.7541447,0.6621877
26789,0.2271347,0.08369818
26790,0.09310211,0.2675196
26791,0.12141071,0.075519994
26792,0.27158153,0.74697495
26793,0.6242992,0.6233741
26794,0.8076515,0.7578424
26795,0.6622666,0.8764676
26796,0.094746344,0.05157793
26797,0.7159524,0.30372742
26798,0.41447568,0.20116107
26799,0.5014385,0.20561995
26800,0.41632548,0.62727726
26801,0.33926597,0.30934998
26802,0.17817004,0.1624985
26803,0.108518414,0.16906916
26804,0.13807584,0.0892549
26805,0.08225735,0.12657681
26806,0.50449806,0.68659747
26807,0.7027363,0.88096124
26808,0.3271747,0.5923994
26809,0.31146574,0.2066601
26810,0.1277602,0.10009424
26811,0.09825058,0.06273276
26812,0.16460459,0.74136937
26813,0.62902445,0.13346992
26814,0.07481743,0.80823606
26815,0.040395472,0.05121513
26816,0.10569019,0.46492252
26817,0.31814378,0.7677415
26818,0.17696449,0.14617068
26819,0.26322776,0.60443556
26820,0.1667425,0.16930676
26821,0.1824992,0.68205935
26822,0.31073007,0.7302263
26823,0.5455726,0.19728363
26824,0.30350634,0.2012084
26825,0.409848,0.22491698
26826,0.23739213,0.7093271
26827,0.02517491,0.069865994
26828,0.21432976,0.408705
26829,0.7775017,0.8526723
26830,0.17291464,0.8622923
26831,0.31823573,0.8774619
26832,0.7233764,0.5140645
26833,0.02311996,0.4430591
26834,0.34372512,0.22650404
26835,0.6711627,0.8215009
26836,0.35638678,0.7361047
26837,0.020589354,0.03582134
26838,0.1572395,0.4209483
26839,0.17355718,0.6875572
26840,0.12673908,0.09008248
26841,0.68770367,0.61898494
26842,0.06762169,0.13593696
26843,0.091138355,0.04813195
26844,0.17150475,0.34583127
26845,0.48511553,0.2702044
26846,0.2136533,0.84164363
26847,0.19689128,0.2800024
26848,0.145875,0.804045
26849,0.41715965,0.57889676
26850,0.680389,0.24014144
26851,0.04071862,0.04673715
26852,0.023414666,0.035145964
26853,0.7653793,0.5770875
26854,0.018735828,0.03412319
26855,0.74514747,0.7117677
26856,0.24017078,0.025104629
26857,0.27093485,0.4052041
26858,0.350084,0.62274843
26859,0.09603131,0.057529878
26860,0.24912512,0.1446344
26861,0.15905969,0.12397689
26862,0.21278389,0.20572895
26863,0.3574603,0.5716409
26864,0.29294652,0.5401783
26865,0.01181876,0.024047598
26866,0.34241873,0.60967857
26867,0.09365103,0.11493788
26868,0.8055811,0.91088367
26869,0.11378996,0.15334418
26870,0.7752437,0.75896966
26871,0.09099045,0.04378859
26872,0.46888974,0.14067943
26873,0.54572254,0.32387003
26874,0.107560135,0.12009284
26875,0.74288195,0.8066618
26876,0.12608555,0.03949052
26877,0.053501498,0.055494618
26878,0.28191257,0.20078789
26879,0.026063904,0.030677691
26880,0.16393709,0.12157817
26881,0.102342404,0.09351562
26882,0.017978135,0.031977687
26883,0.13603003,0.19764033
26884,0.14005116,0.64156085
26885,0.3249414,0.7177996
26886,0.24591981,0.73890156
26887,0.6573272,0.85216445
26888,0.84252924,0.8694879
26889,0.073478274,0.10438178
26890,0.19736554,0.30115345
26891,0.57625645,0.7630034
26892,0.3100019,0.83212274
26893,0.044143204,0.113674566
26894,0.25919804,0.24837767
26895,0.11733594,0.88485736
26896,0.06332484,0.033728268
26897,0.07134478,0.4705337
26898,0.32131535,0.50534946
26899,0.08572698,0.04554392
26900,0.22512946,0.19735894
26901,0.042211704,0.41708228
26902,0.8108788,0.79781073
26903,0.19355015,0.06802363
26904,0.07148473,0.17256576
26905,0.39111477,0.75812835
26906,0.112840965,0.32479623
26907,0.16402845,0.15061972
26908,0.18427986,0.8286197
26909,0.43549883,0.12346235
26910,0.27282506,0.21964647
26911,0.05736595,0.051982902
26912,0.597042,0.672448
26913,0.78053015,0.61322343
26914,0.062344864,0.08112308
26915,0.6858151,0.3309963
26916,0.14452846,0.4350787
26917,0.028250702,0.0315407
26918,0.8491491,0.9477383
26919,0.33350533,0.5511313
26920,0.05894979,0.10902754
26921,0.7767749,0.46603835
26922,0.5833053,0.26251465
26923,0.21047722,0.49925274
26924,0.7931405,0.9117898
26925,0.17979325,0.71887916
26926,0.69210416,0.21841288
26927,0.3326611,0.87208235
26928,0.54047257,0.19817209
26929,0.24185768,0.19129138
26930,0.7758398,0.6906491
26931,0.13722447,0.22922152
26932,0.49614552,0.61608994
26933,0.67784244,0.2949167
26934,0.47697338,0.6247743
26935,0.2757234,0.5174426
26936,0.19366519,0.24439785
26937,0.47240695,0.81300104
26938,0.082836166,0.03746485
26939,0.11854181,0.11067311
26940,0.20954534,0.16788061
26941,0.14524364,0.27450114
26942,0.7208277,0.59500325
26943,0.74809766,0.26301545
26944,0.098469876,0.10105556
26945,0.2155718,0.59456694
26946,0.8078931,0.4129418
26947,0.29660332,0.6252105
26948,0.045418743,0.05373703
26949,0.06843519,0.07286758
26950,0.47319266,0.18566245
26951,0.11876756,0.30115652
26952,0.79832566,0.83054423
26953,0.797544,0.9063254
26954,0.069857985,0.15842628
26955,0.2889534,0.7385195
26956,0.18738376,0.22413607
26957,0.5177581,0.5156909
26958,0.5058866,0.7348946
26959,0.054278396,0.2606725
26960,0.08878522,0.05461397
26961,0.45959383,0.45793253
26962,0.6907049,0.5317405
26963,0.28735524,0.38759032
26964,0.2006518,0.32541093
26965,0.8147934,0.8838039
26966,0.07277928,0.04782565
26967,0.13519245,0.31114218
26968,0.09689503,0.88530153
26969,0.10669114,0.14376517
26970,0.30122927,0.40494987
26971,0.19836876,0.271315
26972,0.024433307,0.03026795
26973,0.052676428,0.119770736
26974,0.18825239,0.26869038
26975,0.18886115,0.66334546
26976,0.8305191,0.32350227
26977,0.18488905,0.28646305
26978,0.20159616,0.39277267
26979,0.43971968,0.8414054
26980,0.13598372,0.05806594
26981,0.18909672,0.36494976
26982,0.7595211,0.80053824
26983,0.25375485,0.5175344
26984,0.12903039,0.113910995
26985,0.04886394,0.03702222
26986,0.2589855,0.4430703
26987,0.17679201,0.24502777
26988,0.07942791,0.09719902
26989,0.2622048,0.9193483
26990,0.03958433,0.15569605
26991,0.40337282,0.22105445
26992,0.5206028,0.20467661
26993,0.28303805,0.8216046
26994,0.25589725,0.5214973
26995,0.33323953,0.44991976
26996,0.30717212,0.109307885
26997,0.054443583,0.06988683
26998,0.065969445,0.044057656
26999,0.7306946,0.34835377
27000,0.22941434,0.34667337
27001,0.54306704,0.33231905
27002,0.27404743,0.10280517
27003,0.021162748,0.022424709
27004,0.22438721,0.26717666
27005,0.4785419,0.71548766
27006,0.81247765,0.7865997
27007,0.054447286,0.10647099
27008,0.074195564,0.072155006
27009,0.14841364,0.26680216
27010,0.094839215,0.09866751
27011,0.11762088,0.13632742
27012,0.54073995,0.3019538
27013,0.13998884,0.22599287
27014,0.025387535,0.18422323
27015,0.17665823,0.19983724
27016,0.32118672,0.3969046
27017,0.6026915,0.733238
27018,0.073207565,0.13732749
27019,0.8242597,0.9178849
27020,0.29190487,0.08247527
27021,0.5927376,0.6069507
27022,0.22236049,0.16611122
27023,0.124561116,0.20131303
27024,0.2748977,0.35775977
27025,0.106970206,0.03231604
27026,0.10445814,0.3416701
27027,0.121347725,0.8707907
27028,0.5127358,0.82246673
27029,0.17689496,0.26090944
27030,0.23177004,0.15925886
27031,0.7363033,0.54981595
27032,0.2704014,0.58328855
27033,0.37498254,0.47780013
27034,0.45614368,0.27841404
27035,0.21983665,0.3435401
27036,0.2819427,0.79825014
27037,0.6746315,0.41547573
27038,0.014241438,0.019570919
27039,0.82357347,0.8375012
27040,0.30299416,0.21680447
27041,0.18547304,0.6486237
27042,0.52731955,0.15921806
27043,0.7438632,0.50123215
27044,0.019480953,0.04389623
27045,0.29519558,0.55534375
27046,0.087608114,0.09508404
27047,0.69746494,0.21280509
27048,0.2855945,0.48629713
27049,0.420942,0.8853447
27050,0.11392127,0.6123967
27051,0.16507803,0.17864078
27052,0.17684554,0.17646052
27053,0.8150721,0.854671
27054,0.03412673,0.031381182
27055,0.76103956,0.64151186
27056,0.035635766,0.122535676
27057,0.040045314,0.0067592165
27058,0.827952,0.72795975
27059,0.115838714,0.17509642
27060,0.06555122,0.45056528
27061,0.20439427,0.44989273
27062,0.36490873,0.167554
27063,0.38855216,0.15686627
27064,0.34362492,0.41833225
27065,0.16760942,0.49120775
27066,0.40378332,0.19835143
27067,0.726334,0.85035455
27068,0.81049675,0.7383814
27069,0.7573691,0.8182684
27070,0.044442352,0.045749653
27071,0.05543329,0.058071356
27072,0.34844828,0.24913001
27073,0.37606087,0.5033899
27074,0.113451436,0.16026221
27075,0.7721658,0.69235855
27076,0.57448643,0.8957503
27077,0.057355482,0.09399538
27078,0.34883907,0.8497933
27079,0.7378551,0.7266634
27080,0.17867245,0.20367798
27081,0.30262163,0.4018146
27082,0.40533245,0.3717044
27083,0.13213462,0.29994527
27084,0.5557079,0.90582156
27085,0.060437188,0.045534294
27086,0.06839951,0.105527475
27087,0.29082063,0.29286212
27088,0.5849741,0.4435673
27089,0.08957498,0.09740033
27090,0.3939873,0.70257246
27091,0.5694934,0.18053024
27092,0.19419904,0.2648587
27093,0.21869294,0.5163808
27094,0.039395884,0.090289615
27095,0.15322573,0.5154108
27096,0.031522185,0.31570104
27097,0.59701616,0.475698
27098,0.7025214,0.6080285
27099,0.29779476,0.47990665
27100,0.39444965,0.7016186
27101,0.19287427,0.5432086
27102,0.6772532,0.33783373
27103,0.061438326,0.043447036
27104,0.33409458,0.81409657
27105,0.15646462,0.4242902
27106,0.7248787,0.8841113
27107,0.59977424,0.4002672
27108,0.19051422,0.74693614
27109,0.03823388,0.73906165
27110,0.20602988,0.26864615
27111,0.060148038,0.2692874
27112,0.36851075,0.28374377
27113,0.0775011,0.11783779
